idFilme,titulo,generos,media_notas,nro_avaliacoes
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,3.0543478260869565,92.0
1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,2.8484848484848486,33.0
1921,Pi (1998),Drama|Sci-Fi|Thriller,3.851063829787234,47.0
1923,There's Something About Mary (1998),Comedy|Romance,3.676190476190476,105.0
1947,West Side Story (1961),Drama|Musical|Romance,3.6029411764705883,34.0
1953,"French Connection, The (1971)",Action|Crime|Thriller,3.871794871794872,39.0
1954,Rocky (1976),Drama,3.828125,64.0
1961,Rain Man (1988),Drama,3.8072916666666665,96.0
1967,Labyrinth (1986),Adventure|Fantasy|Musical,3.8214285714285716,42.0
1968,"Breakfast Club, The (1985)",Comedy|Drama,3.7787610619469025,113.0
1994,Poltergeist (1982),Horror|Thriller,3.425531914893617,47.0
1997,"Exorcist, The (1973)",Horror|Mystery,3.80188679245283,53.0
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,3.6733333333333333,75.0
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,3.1808510638297873,47.0
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,2.9347826086956523,46.0
2003,Gremlins (1984),Comedy|Horror,3.3780487804878048,41.0
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,3.5701754385964914,57.0
2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance,3.1,60.0
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,3.5057471264367814,87.0
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,3.3693181818181817,88.0
2018,Bambi (1942),Animation|Children|Drama,3.3684210526315788,38.0
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,4.1875,48.0
2021,Dune (1984),Adventure|Sci-Fi,3.4324324324324325,37.0
2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,3.3555555555555556,45.0
2028,Saving Private Ryan (1998),Action|Drama|War,4.1462765957446805,188.0
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,2.7573529411764706,68.0
2064,Roger & Me (1989),Documentary,3.838709677419355,31.0
2076,Blue Velvet (1986),Drama|Mystery|Thriller,3.9456521739130435,46.0
2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,3.830188679245283,53.0
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,3.4,55.0
2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,3.425373134328358,67.0
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,3.4318181818181817,44.0
2087,Peter Pan (1953),Animation|Children|Fantasy|Musical,3.573170731707317,41.0
2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,3.2564102564102564,39.0
2100,Splash (1984),Comedy|Fantasy|Romance,3.1176470588235294,51.0
2105,Tron (1982),Action|Adventure|Sci-Fi,3.34,50.0
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,3.638888888888889,108.0
2124,"Addams Family, The (1991)",Children|Comedy|Fantasy,3.289473684210526,38.0
2140,"Dark Crystal, The (1982)",Adventure|Fantasy,3.5441176470588234,34.0
2144,Sixteen Candles (1984),Comedy|Romance,3.6020408163265305,49.0
2145,Pretty in Pink (1986),Comedy|Drama|Romance,3.242424242424242,33.0
2160,Rosemary's Baby (1968),Drama|Horror|Thriller,4.171875,32.0
2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,3.5813953488372094,43.0
2167,Blade (1998),Action|Horror|Thriller,3.3620689655172415,58.0
2174,Beetlejuice (1988),Comedy|Fantasy,3.4725274725274726,91.0
2193,Willow (1988),Action|Adventure|Fantasy,3.3375,40.0
2194,"Untouchables, The (1987)",Action|Crime|Drama,3.9384615384615387,65.0
2231,Rounders (1998),Drama,3.861111111111111,36.0
2248,Say Anything... (1989),Comedy|Drama|Romance,3.923076923076923,39.0
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller,3.789473684210526,57.0
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller,3.261904761904762,42.0
2278,Ronin (1998),Action|Crime|Thriller,3.5232558139534884,43.0
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,3.933333333333333,45.0
2289,"Player, The (1992)",Comedy|Crime|Drama,3.9473684210526314,38.0
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance,3.7,80.0
2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,3.2444444444444445,45.0
2300,"Producers, The (1968)",Comedy,3.9696969696969697,33.0
2302,My Cousin Vinny (1992),Comedy,3.26271186440678,59.0
2321,Pleasantville (1998),Comedy|Drama|Fantasy,3.4836065573770494,61.0
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,4.1477272727272725,88.0
2329,American History X (1998),Crime|Drama,4.217054263565892,129.0
2353,Enemy of the State (1998),Action|Thriller,3.4925373134328357,67.0
2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,3.516304347826087,92.0
2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,3.1515151515151514,33.0
2395,Rushmore (1998),Comedy|Drama,3.544642857142857,56.0
2396,Shakespeare in Love (1998),Comedy|Drama|Romance,3.777173913043478,92.0
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,3.4537037037037037,54.0
2407,Cocoon (1985),Comedy|Sci-Fi,3.2674418604651163,43.0
2420,"Karate Kid, The (1984)",Drama,3.5657894736842106,38.0
2424,You've Got Mail (1998),Comedy|Romance,3.12,50.0
2427,"Thin Red Line, The (1998)",Action|Drama|War,3.3,35.0
2455,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller,3.383720930232558,43.0
2470,Crocodile Dundee (1986),Adventure|Comedy,3.175438596491228,57.0
2490,Payback (1999),Action|Thriller,3.422222222222222,45.0
2502,Office Space (1999),Comedy|Crime,4.090425531914893,94.0
2529,Planet of the Apes (1968),Action|Drama|Sci-Fi,3.8035714285714284,56.0
2539,Analyze This (1999),Comedy,3.095744680851064,47.0
2541,Cruel Intentions (1999),Drama,3.225,40.0
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,4.052238805970149,67.0
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,4.192446043165468,278.0
2572,10 Things I Hate About You (1999),Comedy|Romance,3.5277777777777777,54.0
2580,Go (1999),Comedy|Crime,3.9615384615384617,39.0
2581,Never Been Kissed (1999),Comedy|Romance,2.9583333333333335,36.0
2599,Election (1999),Comedy,3.6607142857142856,56.0
2605,Entrapment (1999),Crime|Thriller,2.988372093023256,43.0
2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,3.1206896551724137,87.0
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,3.107142857142857,140.0
2640,Superman (1978),Action|Adventure|Sci-Fi,3.6065573770491803,61.0
2641,Superman II (1980),Action|Sci-Fi,3.020408163265306,49.0
2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,3.3412698412698414,63.0
2671,Notting Hill (1999),Comedy|Romance,3.455357142857143,56.0
2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,3.1983471074380163,121.0
2692,Run Lola Run (Lola rennt) (1998),Action|Crime,4.0,75.0
2694,Big Daddy (1999),Comedy,3.1979166666666665,48.0
2699,Arachnophobia (1990),Comedy|Horror,2.811320754716981,53.0
2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,3.861842105263158,76.0
2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,2.207547169811321,53.0
2706,American Pie (1999),Comedy|Romance,3.378640776699029,103.0
2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller,2.796875,64.0
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller,3.4622641509433962,53.0
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,3.775,120.0
2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,3.0,47.0
2723,Mystery Men (1999),Action|Comedy|Fantasy,3.08974358974359,39.0
2724,Runaway Bride (1999),Comedy|Romance,2.8333333333333335,42.0
2746,Little Shop of Horrors (1986),Comedy|Horror|Musical,3.3333333333333335,39.0
2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,4.051282051282051,39.0
2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery,3.893854748603352,179.0
2763,"Thomas Crown Affair, The (1999)",Action|Mystery,3.6458333333333335,48.0
2770,Bowfinger (1999),Comedy,2.960526315789474,38.0
2791,Airplane! (1980),Comedy,3.8563218390804597,87.0
2797,Big (1988),Comedy|Drama|Fantasy|Romance,3.71978021978022,91.0
2804,"Christmas Story, A (1983)",Children|Comedy,3.9727272727272727,55.0
2858,American Beauty (1999),Drama|Romance,4.056372549019608,204.0
2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War,3.7111111111111112,45.0
2908,Boys Don't Cry (1999),Drama,3.551282051282051,39.0
2915,Risky Business (1983),Comedy,3.4404761904761907,42.0
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,3.653409090909091,88.0
2918,Ferris Bueller's Day Off (1986),Comedy,3.8394495412844036,109.0
2944,"Dirty Dozen, The (1967)",Action|Drama|War,3.96875,32.0
2947,Goldfinger (1964),Action|Adventure|Thriller,3.839622641509434,53.0
2948,From Russia with Love (1963),Action|Adventure|Thriller,3.75,36.0
2949,Dr. No (1962),Action|Adventure|Thriller,3.712121212121212,33.0
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,3.9358974358974357,39.0
2953,Home Alone 2: Lost in New York (1992),Children|Comedy,2.5161290322580645,31.0
2959,Fight Club (1999),Action|Crime|Drama|Thriller,4.272935779816514,218.0
2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,3.731707317073171,41.0
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,3.3714285714285714,70.0
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,3.5721649484536084,97.0
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,3.9545454545454546,99.0
3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,3.9583333333333335,48.0
3006,"Insider, The (1999)",Drama|Thriller,3.7419354838709675,31.0
3033,Spaceballs (1987),Comedy|Sci-Fi,3.483050847457627,59.0
3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,3.513888888888889,36.0
3039,Trading Places (1983),Comedy,3.730769230769231,39.0
3052,Dogma (1999),Adventure|Comedy|Fantasy,3.6455696202531644,79.0
3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,3.475806451612903,62.0
3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller,3.3333333333333335,39.0
3101,Fatal Attraction (1987),Drama|Thriller,3.0972222222222223,36.0
3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,3.8055555555555554,36.0
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,3.8608247422680413,97.0
3147,"Green Mile, The (1999)",Crime|Drama,4.148648648648648,111.0
3160,Magnolia (1999),Drama,3.7115384615384617,52.0
3174,Man on the Moon (1999),Comedy|Drama,3.4871794871794872,39.0
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,3.58,75.0
3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,3.336734693877551,49.0
3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,3.4761904761904763,42.0
3247,Sister Act (1992),Comedy|Crime,3.0277777777777777,36.0
3253,Wayne's World (1992),Comedy,3.4754098360655736,61.0
3255,"League of Their Own, A (1992)",Comedy|Drama,3.466666666666667,45.0
3256,Patriot Games (1992),Action|Crime|Drama|Thriller,3.5161290322580645,31.0
3257,"Bodyguard, The (1992)",Drama|Romance|Thriller,2.859375,32.0
3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,4.22093023255814,43.0
3285,"Beach, The (2000)",Adventure|Drama,3.0625,32.0
3300,Pitch Black (2000),Horror|Sci-Fi|Thriller,3.5641025641025643,39.0
3301,"Whole Nine Yards, The (2000)",Comedy|Crime,3.5238095238095237,42.0
3361,Bull Durham (1988),Comedy|Drama|Romance,3.6714285714285713,35.0
3362,Dog Day Afternoon (1975),Crime|Drama,3.9342105263157894,38.0
3363,American Graffiti (1973),Comedy|Drama,3.8488372093023258,43.0
3386,JFK (1991),Drama|Mystery|Thriller,3.5,31.0
3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,3.590909090909091,33.0
3408,Erin Brockovich (2000),Drama,3.5285714285714285,70.0
3409,Final Destination (2000),Drama|Thriller,2.9285714285714284,35.0
3418,Thelma & Louise (1991),Adventure|Crime|Drama,3.4634146341463414,41.0
3421,Animal House (1978),Comedy,3.693548387096774,62.0
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,3.802325581395349,43.0
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,3.7416666666666667,60.0
3481,High Fidelity (2000),Comedy|Drama|Romance,3.6666666666666665,75.0
3489,Hook (1991),Adventure|Comedy|Fantasy,3.358490566037736,53.0
3499,Misery (1990),Drama|Horror|Thriller,3.840909090909091,44.0
3510,Frequency (2000),Drama|Thriller,3.4166666666666665,36.0
3527,Predator (1987),Action|Sci-Fi|Thriller,3.581967213114754,61.0
3535,American Psycho (2000),Crime|Horror|Mystery|Thriller,3.788135593220339,59.0
3552,Caddyshack (1980),Comedy,3.826923076923077,52.0
3555,U-571 (2000),Action|Thriller|War,3.4242424242424243,33.0
3578,Gladiator (2000),Action|Adventure|Drama,3.9382352941176473,170.0
3617,Road Trip (2000),Comedy,3.0853658536585367,41.0
3623,Mission: Impossible II (2000),Action|Adventure|Thriller,2.7142857142857144,77.0
3624,Shanghai Noon (2000),Action|Adventure|Comedy|Western,3.1511627906976742,43.0
3671,Blazing Saddles (1974),Comedy|Western,3.935483870967742,62.0
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western,4.151515151515151,33.0
3698,"Running Man, The (1987)",Action|Sci-Fi,3.2205882352941178,34.0
3702,Mad Max (1979),Action|Adventure|Sci-Fi,3.486842105263158,38.0
3703,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller,4.0375,40.0
3717,Gone in 60 Seconds (2000),Action|Crime,3.221311475409836,61.0
3751,Chicken Run (2000),Animation|Children|Comedy,3.551282051282051,78.0
3752,"Me, Myself & Irene (2000)",Adventure|Comedy,3.0869565217391304,46.0
3753,"Patriot, The (2000)",Action|Drama|War,3.448529411764706,68.0
3755,"Perfect Storm, The (2000)",Drama|Thriller,3.1704545454545454,44.0
3785,Scary Movie (2000),Comedy|Horror,2.92,50.0
3793,X-Men (2000),Action|Adventure|Sci-Fi,3.699248120300752,133.0
3809,What About Bob? (1991),Comedy,3.2714285714285714,35.0
3826,Hollow Man (2000),Horror|Sci-Fi|Thriller,2.2948717948717947,39.0
3863,"Cell, The (2000)",Drama|Horror|Thriller,3.0444444444444443,45.0
3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance,3.4047619047619047,42.0
3882,Bring It On (2000),Comedy,2.6911764705882355,34.0
3897,Almost Famous (2000),Drama,3.8674698795180724,83.0
3911,Best in Show (2000),Comedy,3.688679245283019,53.0
3916,Remember the Titans (2000),Drama,3.7439024390243905,41.0
3948,Meet the Parents (2000),Comedy,3.4175824175824174,91.0
3949,Requiem for a Dream (2000),Drama,3.921875,96.0
3967,Billy Elliot (2000),Drama,3.8513513513513513,37.0
3977,Charlie's Angels (2000),Action|Comedy,2.7222222222222223,72.0
3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy,3.0454545454545454,33.0
3994,Unbreakable (2000),Drama|Sci-Fi,3.4794520547945207,73.0
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,3.8363636363636364,110.0
4011,Snatch (2000),Comedy|Crime|Thriller,4.155913978494624,93.0
4014,Chocolat (2000),Drama|Romance,3.521276595744681,47.0
4015,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi,2.727272727272727,33.0
4016,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,3.7162162162162162,37.0
4018,What Women Want (2000),Comedy|Romance,3.138888888888889,54.0
4022,Cast Away (2000),Drama,3.7,100.0
4025,Miss Congeniality (2000),Comedy|Crime,3.0546875,64.0
4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime,3.8085106382978724,94.0
4034,Traffic (2000),Crime|Drama|Thriller,3.9,70.0
4085,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama,3.402173913043478,46.0
4148,Hannibal (2001),Horror|Thriller,2.9358974358974357,39.0
4223,Enemy at the Gates (2001),Drama|War,3.5125,40.0
4226,Memento (2000),Mystery|Thriller,4.122641509433962,159.0
4239,Blow (2001),Crime|Drama,3.8137254901960786,51.0
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance,3.623076923076923,65.0
4262,Scarface (1983),Action|Crime|Drama,3.9328358208955225,67.0
4270,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller,3.088888888888889,45.0
4299,"Knight's Tale, A (2001)",Action|Comedy|Romance,3.341463414634146,41.0
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,3.8676470588235294,170.0
4308,Moulin Rouge (2001),Drama|Musical|Romance,3.590909090909091,55.0
4310,Pearl Harbor (2001),Action|Drama|Romance|War,2.9651162790697674,43.0
4321,City Slickers (1991),Comedy|Western,3.370967741935484,31.0
4344,Swordfish (2001),Action|Crime|Drama,3.1029411764705883,34.0
4361,Tootsie (1982),Comedy|Romance,3.421875,32.0
4367,Lara Croft: Tomb Raider (2001),Action|Adventure,2.9,40.0
4369,"Fast and the Furious, The (2001)",Action|Crime|Thriller,3.066666666666667,45.0
4370,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi,3.3392857142857144,56.0
4446,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi,3.3548387096774195,31.0
4447,Legally Blonde (2001),Comedy|Romance,3.15625,64.0
4571,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi,3.7,45.0
4638,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller,2.8472222222222223,36.0
4641,Ghost World (2001),Comedy|Drama,3.5,34.0
4643,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi,2.7448979591836733,49.0
4701,Rush Hour 2 (2001),Action|Comedy,3.370967741935484,31.0
4718,American Pie 2 (2001),Comedy,3.066666666666667,45.0
4720,"Others, The (2001)",Drama|Horror|Mystery|Thriller,3.6272727272727274,55.0
4734,Jay and Silent Bob Strike Back (2001),Adventure|Comedy,3.161764705882353,34.0
4776,Training Day (2001),Crime|Drama|Thriller,3.7941176470588234,51.0
4816,Zoolander (2001),Comedy,3.509259259259259,54.0
4848,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller,3.843137254901961,51.0
4874,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi,3.484848484848485,33.0
4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,3.981651376146789,109.0
4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,3.871212121212121,132.0
4890,Shallow Hal (2001),Comedy|Fantasy|Romance,3.032258064516129,31.0
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,3.7616822429906542,107.0
4963,Ocean's Eleven (2001),Crime|Thriller,3.8445378151260505,119.0
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance,4.183333333333334,120.0
4975,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller,3.4204545454545454,44.0
4979,"Royal Tenenbaums, The (2001)",Comedy|Drama,3.6838235294117645,68.0
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,4.106060606060606,198.0
4995,"Beautiful Mind, A (2001)",Drama|Romance,4.0,123.0
5010,Black Hawk Down (2001),Action|Drama|War,3.81,50.0
5060,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War,3.9347826086956523,46.0
5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller,3.828125,32.0
5218,Ice Age (2002),Adventure|Animation|Children|Comedy,3.6882352941176473,85.0
5254,Blade II (2002),Action|Horror|Thriller,3.2058823529411766,34.0
5266,Panic Room (2002),Thriller,3.0,37.0
5299,My Big Fat Greek Wedding (2002),Comedy|Romance,3.2666666666666666,60.0
5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,3.540983606557377,122.0
5377,About a Boy (2002),Comedy|Drama|Romance,3.715909090909091,44.0
5378,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX,3.157608695652174,92.0
5388,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller,3.303030303030303,33.0
5418,"Bourne Identity, The (2002)",Action|Mystery|Thriller,3.8169642857142856,112.0
5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,3.6375,120.0
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi,2.959016393442623,61.0
5464,Road to Perdition (2002),Crime|Drama,3.520408163265306,49.0
5481,Austin Powers in Goldmember (2002),Comedy,2.8461538461538463,65.0
5502,Signs (2002),Horror|Sci-Fi|Thriller,3.1666666666666665,63.0
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy,4.155172413793103,87.0
5630,Red Dragon (2002),Crime|Mystery|Thriller,3.435483870967742,31.0
5669,Bowling for Columbine (2002),Documentary,3.7758620689655173,58.0
5673,Punch-Drunk Love (2002),Comedy|Drama|Romance,3.621212121212121,33.0
5679,"Ring, The (2002)",Horror|Mystery|Thriller,3.202127659574468,47.0
5810,8 Mile (2002),Drama,3.292682926829268,41.0
5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,3.5980392156862746,102.0
5902,Adaptation (2002),Comedy|Drama|Romance,3.9456521739130435,46.0
5903,Equilibrium (2002),Action|Sci-Fi|Thriller,3.875,44.0
5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,4.0212765957446805,188.0
5956,Gangs of New York (2002),Crime|Drama,3.518181818181818,55.0
5971,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy,3.9594594594594597,37.0
5989,Catch Me If You Can (2002),Crime|Drama,3.9217391304347826,115.0
5991,Chicago (2002),Comedy|Crime|Drama|Musical,3.7244897959183674,49.0
5995,"Pianist, The (2002)",Drama|War,4.108695652173913,46.0
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,4.1466666666666665,75.0
6157,Daredevil (2003),Action|Crime,2.5,32.0
6188,Old School (2003),Comedy,3.5128205128205128,39.0
6218,Bend It Like Beckham (2002),Comedy|Drama|Romance,3.3,40.0
6281,Phone Booth (2002),Drama|Thriller,3.140625,32.0
6287,Anger Management (2003),Comedy,3.0588235294117645,34.0
6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller,3.723684210526316,76.0
6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,3.3541666666666665,96.0
6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance,3.316901408450704,71.0
6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy,3.9609929078014185,141.0
6378,"Italian Job, The (2003)",Action|Crime,3.6186440677966103,59.0
6502,28 Days Later (2002),Action|Horror|Sci-Fi,3.9741379310344827,58.0
6534,Hulk (2003),Action|Adventure|Sci-Fi,2.5606060606060606,33.0
6537,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi,3.0444444444444443,45.0
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,3.778523489932886,149.0
6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi,2.625,32.0
6708,Matchstick Men (2003),Comedy|Crime|Drama,3.7205882352941178,34.0
6711,Lost in Translation (2003),Comedy|Drama|Romance,4.033783783783784,74.0
6754,Underworld (2003),Action|Fantasy|Horror,3.5,33.0
6807,Monty Python's The Meaning of Life (1983),Comedy,3.95,40.0
6863,School of Rock (2003),Comedy|Musical,3.4015151515151514,66.0
6870,Mystic River (2003),Crime|Drama|Mystery,3.7115384615384617,52.0
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,3.9618320610687023,131.0
6934,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,3.151898734177215,79.0
6936,Elf (2003),Children|Comedy|Fantasy,3.6923076923076925,39.0
6942,Love Actually (2003),Comedy|Drama|Romance,3.788135593220339,59.0
6947,Master and Commander: The Far Side of the World (2003),Adventure|Drama|War,3.638888888888889,36.0
7090,Hero (Ying xiong) (2002),Action|Adventure|Drama,3.9210526315789473,38.0
7143,"Last Samurai, The (2003)",Action|Adventure|Drama|War,3.903225806451613,62.0
7147,Big Fish (2003),Drama|Fantasy|Romance,3.8333333333333335,69.0
7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,4.118918918918919,185.0
7254,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller,3.630434782608696,46.0
7293,50 First Dates (2004),Comedy|Romance,3.5531914893617023,47.0
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,4.1603053435114505,131.0
7373,Hellboy (2004),Action|Adventure|Fantasy|Horror,3.3780487804878048,41.0
7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,3.868181818181818,110.0
7445,Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller,3.6285714285714286,35.0
7451,Mean Girls (2004),Comedy,3.7564102564102564,39.0
7458,Troy (2004),Action|Adventure|Drama|War,3.4270833333333335,48.0
8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,3.5760869565217392,92.0
8361,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller,3.05,50.0
8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,3.913978494623656,93.0
8376,Napoleon Dynamite (2004),Comedy,3.324324324324324,37.0
8464,Super Size Me (2004),Comedy|Documentary|Drama,3.51,50.0
8528,Dodgeball: A True Underdog Story (2004),Comedy,3.551282051282051,39.0
8529,"Terminal, The (2004)",Comedy|Drama|Romance,3.3191489361702127,47.0
8533,"Notebook, The (2004)",Drama|Romance,3.5657894736842106,38.0
8622,Fahrenheit 9/11 (2004),Documentary,3.4864864864864864,37.0
8636,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX,3.8037974683544302,79.0
8641,Anchorman: The Legend of Ron Burgundy (2004),Comedy,3.7719298245614037,57.0
8644,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller,3.4918032786885247,61.0
8665,"Bourne Supremacy, The (2004)",Action|Crime|Thriller,3.7866666666666666,75.0
8784,Garden State (2004),Comedy|Drama|Romance,3.7083333333333335,48.0
8798,Collateral (2004),Action|Crime|Drama|Thriller,3.7613636363636362,44.0
